A,zsh,"is a shell"
A,stow,"stows"
A,curl,"curls"
A,unzip,"unzips zips"
A,unrar,"unrars rars"
A,zsh-syntax-highlighting,"provides fish-like syntax highlighighting for zsh"
A,neovim,"vim"
